id,segment,locale_style,user_message,ideal_bot_response,slots_json
JY00098,welcome_menu,standard,hello team can I check something about my account,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00099,welcome_menu,medium_sg,good evening how can this chat help me about my account can or not,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00100,welcome_menu,standard,good morning what can I choose here before I book,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00101,welcome_menu,standard,hey I just want to ask about your services for now,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00102,welcome_menu,medium_sg,good evening what are the menu options for now leh,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00103,welcome_menu,standard,good evening what can I do in this chat today,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00104,welcome_menu,standard,hello team I just want to ask about your services about my account,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00105,welcome_menu,standard,hello team I just want to ask about your services,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00106,welcome_menu,medium_sg,hi can someone guide me for now,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00107,welcome_menu,light_sg,hi jal yoga I have a few questions for now,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00108,welcome_menu,standard,hello I need some help about classes,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00109,welcome_menu,medium_sg,hi I have a few questions can or not,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00110,welcome_menu,standard,hello can I check something for now,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00111,welcome_menu,standard,good morning I want to know where to start before I book,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00112,welcome_menu,light_sg,hello team can someone guide me before I book,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00113,welcome_menu,medium_sg,good evening I have a few questions about classes,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00114,welcome_menu,standard,hello can someone guide me for now,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00115,welcome_menu,standard,hello how can this chat help me about classes,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00116,welcome_menu,medium_sg,good morning I just want to ask about your services today ya,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00117,welcome_menu,standard,hey what are the menu options before I book,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00118,welcome_menu,standard,hello I just want to ask about your services for now,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00119,welcome_menu,light_sg,hi jal yoga I just want to ask about your services,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00120,welcome_menu,standard,hey I want to know where to start for now,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00121,welcome_menu,standard,hello I have a few questions for now,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00122,welcome_menu,medium_sg,good evening I need some help about classes,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00123,welcome_menu,light_sg,good morning I need some help today,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00124,welcome_menu,standard,good morning I have a few questions before I book,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00125,welcome_menu,light_sg,good evening what can I do in this chat,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00126,welcome_menu,light_sg,hey I have a few questions for now,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00127,welcome_menu,standard,hey I have a few questions about my account,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00128,welcome_menu,light_sg,good morning what can I do in this chat before I book,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00129,welcome_menu,medium_sg,hello I need some help today leh,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00130,welcome_menu,light_sg,hey I have a few questions today,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00131,welcome_menu,medium_sg,hello team I have a few questions today,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00132,welcome_menu,light_sg,hi jal yoga I want to know where to start,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00133,welcome_menu,medium_sg,hey I just want to ask about your services about my account ah,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00134,welcome_menu,medium_sg,hello I just want to ask about your services about classes leh,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00135,welcome_menu,standard,good morning can I check something before I book,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
JY00136,welcome_menu,medium_sg,good morning how can this chat help me about classes ah,"Namaste! Thank you for reaching out to Jal Yoga. 🙏 Please let us know what you're looking for today:
1. Schedule a Trial
2. I’m a current member
3. I’d like to find out more about Jal Yoga (General Enquiry)
4. Corporate/Partnerships
5. Staff Hub",{}
